ID,Date Added,Responsible,Category,Est Time,Task Name EN,Task Name FR,Description EN,Description FR,YouTube Link,Worksheet,Date assigned,Date Completed,IsDone,Points
370,2026-08-18,Oliver,Housework,15,Closet 15-minute declutter,,Bedrooms zone. Choose one closet/drawer area and remove trash or outgrown items.,,,,,,FALSE,3
371,2026-08-19,Logan,Housework,10,Laundry supplies check,,"Laundry/Mudroom zone. Check detergent, dryer sheets, stain spray, and lint area; note what is low.",,,,,,FALSE,2
372,2026-08-20,Mom,Housework,20,Towel and linen refresh,,"Laundry/Mudroom zone. Collect used towels/linens, start a wash, and restock clean ones.",,,,,,FALSE,4
373,2026-08-21,Oliver,Housework,10,Lint and machine wipe,,"Laundry/Mudroom zone. Clear lint, wipe washer/dryer tops, and sweep around machines.",,,,,,FALSE,2
374,2026-08-22,Logan,Housework,25,Laundry load start-to-finish,,"Laundry/Mudroom zone. Run one load, move it promptly, fold, and put away.",,,,,,FALSE,5
375,2026-08-23,Mom,Housework,15,Mudroom and shoes reset,,"Laundry/Mudroom zone. Clear floor items, pair shoes, shake mats, and wipe muddy spots.",,,,,,FALSE,3
376,2026-08-24,Oliver,Housework,10,Laundry supplies check,,"Laundry/Mudroom zone. Check detergent, dryer sheets, stain spray, and lint area; note what is low.",,,,,,FALSE,2
377,2026-08-25,Logan,Housework,20,Towel and linen refresh,,"Laundry/Mudroom zone. Collect used towels/linens, start a wash, and restock clean ones.",,,,,,FALSE,4
378,2026-08-26,Mom,Housework,20,Meal planning reset,,"Paper/Admin and Declutter zone. Check fridge/pantry, plan simple meals, and write the grocery list.",,,,,,FALSE,4
379,2026-08-27,Oliver,Housework,15,Donation bag pass,,Paper/Admin and Declutter zone. Walk through the house and add unused items to a donation bag.,,,,,,FALSE,3
380,2026-08-28,Logan,Housework,15,Command center reset,,"Paper/Admin and Declutter zone. Update calendar, clear counters/mail, and place important papers where they belong.",,,,,,FALSE,3
381,2026-08-29,Mom,Housework,15,Paper pile 15-minute rescue,,"Paper/Admin and Declutter zone. Sort visible papers into keep, recycle, action, and file piles.",,,,,,FALSE,3
382,2026-08-30,Oliver,Housework,15,One drawer declutter,,"Paper/Admin and Declutter zone. Empty one small drawer, toss trash, and return only useful items.",,,,,,FALSE,3
383,2026-08-31,Logan,Housework,20,Meal planning reset,,"Paper/Admin and Declutter zone. Check fridge/pantry, plan simple meals, and write the grocery list.",,,,,,FALSE,4
384,2026-09-01,Mom,Housework,15,Donation bag pass,,Paper/Admin and Declutter zone. Walk through the house and add unused items to a donation bag.,,,,,,FALSE,3
385,2026-06-03,Logan,Math ,10,"1,000 challenge",Defi 1 000,"Make two 3-digit numbers with cards or dice. Estimate, then add and subtract using the standard algorithm. Grade 4 twist: use numbers up to 10,000 or simple money/decimal amounts.","Cree deux nombres a 3 chiffres avec des cartes ou des des. Estime, puis additionne et soustrais avec l'algorithme standard. Defi 4e annee: utilise des nombres jusqu'a 10 000 ou de petits montants d'argent.",https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%201%2C000%20challenge%20Make%20two%203-digit%20numbers%20with%20cards%20or%20dice.%20Estimate%2C%20then%20add%20and%20subtract%20usi,https://idunnoguesswho.github.io/snowflake/worksheets/385.html,,,FALSE,2
386,2026-06-03,Logan,Math ,10,Shape hunt,Chasse aux formes,"Find 5 objects. Identify parallel, perpendicular, equal sides, and right angles. Measure length in cm or m. Grade 4 twist: classify triangles/quadrilaterals and find the area of a rectangle.","Trouve 5 objets. Identifie les cotes paralleles, perpendiculaires, egaux, et les angles droits. Mesure en cm ou m. Defi 4e annee: classe des triangles/quadrilateres et trouve l'aire d'un rectangle.",https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Shape%20hunt%20Find%205%20objects.%20Identify%20parallel%2C%20perpendicular%2C%20equal%20sides%2C%20and%20right%20angles.,https://idunnoguesswho.github.io/snowflake/worksheets/386.html,,,FALSE,2
387,2026-06-03,Logan,Math ,10,Today's data,Donnees du jour,"Track something for 5 minutes: steps, Lego colours, reading pages, weather, or snacks. Make a tally or bar graph. Grade 4 twist: answer most, least, difference, and what the graph shows.","Observe quelque chose pendant 5 minutes: pas, couleurs de Lego, pages lues, meteo, ou collations. Fais un tableau ou graphique a barres. Defi 4e annee: explique le plus, le moins, la difference, et ce que montre le graphique.",https://www.youtube.com/results?search_query=math%20lesson%20for%20kids%20Today%27s%20data%20Track%20something%20for%205%20minutes%3A%20steps%2C%20Lego%20colours%2C%20reading%20pages%2C%20weather%2C%20or%20s,https://idunnoguesswho.github.io/snowflake/worksheets/387.html,,,FALSE,2
388,2026-06-03,Logan,Science ,10,Mini investigation,Mini experience,"Test how force changes movement: push a toy car on carpet, tile, paper, and towel. Predict, test, compare. Grade 4 twist: explain how gravity or magnetism could change the movement.","Teste comment une force change le mouvement: pousse une voiture jouet sur tapis, tuile, papier, et serviette. Predis, teste, compare. Defi 4e annee: explique comment la gravite ou le magnetisme pourrait changer le mouvement.",https://www.youtube.com/results?search_query=science%20lesson%20for%20kids%20Mini%20investigation%20Test%20how%20force%20changes%20movement%3A%20push%20a%20toy%20car%20on%20carpet%2C%20tile%2C%20paper%2C%20and%20towe,https://idunnoguesswho.github.io/snowflake/worksheets/388.html,,,FALSE,2
389,2026-06-03,Logan,Science ,10,Water / Earth review,Revision eau / Terre,"Draw the water cycle or layers of Earth's surface. Add 4 labels and explain it aloud in French or English. Grade 4 twist: name one human choice that protects land, air, water, or organisms.","Dessine le cycle de l'eau ou les couches de la surface de la Terre. Ajoute 4 etiquettes et explique a voix haute en francais ou anglais. Defi 4e annee: nomme un choix humain qui protege la terre, l'air, l'eau, ou les organismes.",https://www.youtube.com/results?search_query=science%20lesson%20for%20kids%20Water%20%2F%20Earth%20review%20Draw%20the%20water%20cycle%20or%20layers%20of%20Earth%27s%20surface.%20Add%204%20labels%20and%20explain%20it%20a,https://idunnoguesswho.github.io/snowflake/worksheets/389.html,,,FALSE,2
390,2026-06-03,Logan,Social Studies ,10,Alberta postcard,Carte postale de l'Alberta,"Draw Alberta. Add Rockies, prairies, one city, one natural resource, one official symbol, and one First Nations, Metis, or francophone contribution. Grade 4 twist: connect Alberta to early Canada, New France, or Confederation.","Dessine l'Alberta. Ajoute les Rocheuses, les prairies, une ville, une ressource naturelle, un symbole officiel, et une contribution des Premieres Nations, des Metis, ou des francophones. Defi 4e annee: fais un lien avec le Canada ancien, la Nouvelle-France, ou la Confederation.",https://www.youtube.com/results?search_query=social%20studies%20lesson%20for%20kids%20Alberta%20postcard%20Draw%20Alberta.%20Add%20Rockies%2C%20prairies%2C%20one%20city%2C%20one%20natural%20resource%2C%20one%20officia,https://idunnoguesswho.github.io/snowflake/worksheets/390.html,,,FALSE,2
391,2026-06-03,Logan,Wellness,8,Fitness menu,Menu de forme physique,"Do 30 seconds each: jumping jacks, balance, throw/catch, plank, stretch. Rate effort from 1-5. Grade 4 twist: name which activity builds strength, endurance, flexibility, or coordination.","Fais 30 secondes de chaque: jumping jacks, equilibre, lancer/attraper, planche, etirement. Note l'effort de 1 a 5. Defi 4e annee: nomme quelle activite developpe la force, l'endurance, la flexibilite, ou la coordination.",https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Fitness%20menu%20Do%2030%20seconds%20each%3A%20jumping%20jacks%2C%20balance%2C%20throw%2Fcatch%2C%20plank%2C%20stretch.%20Rate%20ef,https://idunnoguesswho.github.io/snowflake/worksheets/391.html,,,FALSE,2
392,2026-06-03,Logan,Wellness,8,Scenario snap,Scenario rapide,"Discuss one scenario: bullying, sharing equipment, spending allowance, or asking permission. Say the safe and fair choice. Grade 4 twist: explain what factors matter before deciding.","Discute un scenario: intimidation, partager l'equipement, depenser l'argent de poche, ou demander la permission. Dis le choix securitaire et juste. Defi 4e annee: explique les facteurs importants avant de decider.",https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Scenario%20snap%20Discuss%20one%20scenario%3A%20bullying%2C%20sharing%20equipment%2C%20spending%20allowance%2C%20or%20asking,https://idunnoguesswho.github.io/snowflake/worksheets/392.html,,,FALSE,2
393,2026-06-03,Logan,Art ,10,Make it more real,Rends-le plus realiste,"Sketch one object for 5 minutes. Improve it by adding shadow, texture, proportion, or detail. Grade 4 twist: use colour or line to show a feeling or idea.","Dessine un objet pendant 5 minutes. Ameliore-le avec ombre, texture, proportion, ou details. Defi 4e annee: utilise la couleur ou la ligne pour montrer une emotion ou une idee.",https://www.youtube.com/results?search_query=kids%20learning%20activity%20Make%20it%20more%20real%20Sketch%20one%20object%20for%205%20minutes.%20Improve%20it%20by%20adding%20shadow%2C%20texture%2C%20proportio,https://idunnoguesswho.github.io/snowflake/worksheets/393.html,,,FALSE,2
394,2026-06-03,Logan,Music ,8,Beat and mood,Rythme et humeur,"Clap a 4-beat pattern, then change speed/dynamics: loud/soft, fast/slow, happy/sad. Identify instrument families in a song. Grade 4 twist: build a tiny harmony with voice, a piano app, or two notes.","Tape un motif de 4 temps, puis change la vitesse ou les nuances: fort/doux, vite/lent, joyeux/triste. Identifie les familles d'instruments dans une chanson. Defi 4e annee: cree une petite harmonie avec la voix, une application piano, ou deux notes.",https://www.youtube.com/results?search_query=kids%20learning%20activity%20Beat%20and%20mood%20Clap%20a%204-beat%20pattern%2C%20then%20change%20speed%2Fdynamics%3A%20loud%2Fsoft%2C%20fast%2Fslow%2C%20happy%2Fs,https://idunnoguesswho.github.io/snowflake/worksheets/394.html,,,FALSE,2
395,2026-06-03,Logan,School  Plan,25,Weekly Rotation - Monday,Rotation hebdo - lundi,Do French + math facts + PE. Keep it light: 2-3 tasks total.,Fais francais + faits mathematiques + education physique. Garde ca leger: 2 ou 3 taches au total.,https://www.youtube.com/results?search_query=kids%20learning%20activity%20Weekly%20Rotation%20-%20Monday%20Do%20French%20%2B%20math%20facts%20%2B%20PE.%20Keep%20it%20light%3A%202-3%20tasks%20total.,https://idunnoguesswho.github.io/snowflake/worksheets/395.html,,,FALSE,5
396,2026-06-03,Logan,School  Plan,25,Weekly Rotation - Tuesday,Rotation hebdo - mardi,Do English + science + art. Use any one task from each subject.,Fais anglais + sciences + art. Choisis une tache de chaque matiere.,https://www.youtube.com/results?search_query=kids%20learning%20activity%20Weekly%20Rotation%20-%20Tuesday%20Do%20English%20%2B%20science%20%2B%20art.%20Use%20any%20one%20task%20from%20each%20subject.,https://idunnoguesswho.github.io/snowflake/worksheets/396.html,,,FALSE,5
397,2026-06-03,Logan,School  Plan,25,Weekly Rotation - Wednesday,Rotation hebdo - mercredi,Do French reading + math operations + music. Repeat harder tasks in small doses.,Fais lecture en francais + operations mathematiques + musique. Repete les taches difficiles en petites doses.,https://www.youtube.com/results?search_query=kids%20learning%20activity%20Weekly%20Rotation%20-%20Wednesday%20Do%20French%20reading%20%2B%20math%20operations%20%2B%20music.%20Repeat%20harder%20tasks%20in%20small%20doses.,https://idunnoguesswho.github.io/snowflake/worksheets/397.html,,,FALSE,5
398,2026-06-03,Logan,School  Plan,25,Weekly Rotation - Thursday,Rotation hebdo - jeudi,Do social studies + measurement/data + wellness. Give one explanation aloud.,Fais etudes sociales + mesure/donnees + bienetre. Donne une explication a voix haute.,https://www.youtube.com/results?search_query=kids%20learning%20activity%20Weekly%20Rotation%20-%20Thursday%20Do%20social%20studies%20%2B%20measurement%2Fdata%20%2B%20wellness.%20Give%20one%20explanation%20aloud.,https://idunnoguesswho.github.io/snowflake/worksheets/398.html,,,FALSE,5
399,2026-06-03,Logan,School  Plan,20,Weekly Rotation - Friday,Rotation hebdo - vendredi,"Logan's choice: redo the hardest task, then the most fun one. End with a win.","Choix de Logan: refais la tache la plus difficile, puis la plus amusante. Termine avec une reussite.",https://www.youtube.com/results?search_query=kids%20learning%20activity%20Weekly%20Rotation%20-%20Friday%20Logan%27s%20choice%3A%20redo%20the%20hardest%20task%2C%20then%20the%20most%20fun%20one.%20End%20with%20a%20win.,https://idunnoguesswho.github.io/snowflake/worksheets/399.html,,,FALSE,4
400,2026-06-03,Mom,Recovery,5,Morning Serenity Check,,"Al-Anon detachment; Family & Friends self-management; RCA showing up calmly. What is mine to handle today, and what belongs to someone else? Write one sentence for each.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Morning%20Serenity%20Check%20Al-Anon%20detachment%3B%20Family%20%26%20Friends%20self-management%3B%20RCA%20showing%20up%20calmly.%20Wha,https://idunnoguesswho.github.io/snowflake/worksheets/400.html,,,FALSE,1
401,2026-06-03,Mom,Recovery,10,Three-Column Boundary Note,,Al-Anon boundaries; Family & Friends coping plan; RCA relationship safety. Fill columns: I can do / I cannot do / I will do if needed.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Three-Column%20Boundary%20Note%20Al-Anon%20boundaries%3B%20Family%20%26%20Friends%20coping%20plan%3B%20RCA%20relationship%20safety.%20Fill%20,https://idunnoguesswho.github.io/snowflake/worksheets/401.html,,,FALSE,2
402,2026-06-03,Mom,Recovery,10,"One Kind, Clear Request",,"RCA communication; Family & Friends positive communication; Al-Anon own-your-part. Practice: I feel ___ when ___. I would like ___. Name behavior, not character.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20One%20Kind%2C%20Clear%20Request%20RCA%20communication%3B%20Family%20%26%20Friends%20positive%20communication%3B%20Al-Anon%20own-your-par,https://idunnoguesswho.github.io/snowflake/worksheets/402.html,,,FALSE,2
403,2026-06-03,Mom,Recovery,5,Relationship Weather Report,,"RCA coupleship awareness; Al-Anon inventory; Family & Friends emotional regulation. Rate serenity, honesty, resentment, willingness, and connection from 1-5 without fixing immediately.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Relationship%20Weather%20Report%20RCA%20coupleship%20awareness%3B%20Al-Anon%20inventory%3B%20Family%20%26%20Friends%20emotional%20regulati,https://idunnoguesswho.github.io/snowflake/worksheets/403.html,,,FALSE,1
404,2026-06-03,Mom,Recovery,5,Pause Before Helping,,"Al-Anon detachment; Family & Friends CRAFT; RCA loving boundaries. Before advising or rescuing, ask: Is this help, control, fear, or love? Choose one small action or no action.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Pause%20Before%20Helping%20Al-Anon%20detachment%3B%20Family%20%26%20Friends%20CRAFT%3B%20RCA%20loving%20boundaries.%20Before%20advisi,https://idunnoguesswho.github.io/snowflake/worksheets/404.html,,,FALSE,1
405,2026-06-03,Mom,Recovery,15,Coupleship Inventory Bite,,RCA relationship inventory; Al-Anon personal inventory; Family & Friends self-awareness. Finish: protected myself / protected the relationship / avoided saying honestly.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Coupleship%20Inventory%20Bite%20RCA%20relationship%20inventory%3B%20Al-Anon%20personal%20inventory%3B%20Family%20%26%20Friends%20self-aw,https://idunnoguesswho.github.io/snowflake/worksheets/405.html,,,FALSE,3
406,2026-06-03,Mom,Recovery,5,CRAFT-Style Positive Reinforcement,,"Family & Friends reinforcement; RCA appreciation; Al-Anon focus on healthy behavior. Notice one healthy behavior and offer one brief, sincere appreciation for that specific behavior.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20CRAFT-Style%20Positive%20Reinforcement%20Family%20%26%20Friends%20reinforcement%3B%20RCA%20appreciation%3B%20Al-Anon%20focus%20on%20healthy%20behav,https://idunnoguesswho.github.io/snowflake/worksheets/406.html,,,FALSE,1
407,2026-06-03,Mom,Recovery,10,Resentment To Need,,Al-Anon resentment work; Family & Friends values; RCA honest sharing. Translate one resentment: I resent ___ because I need or value ___.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Resentment%20To%20Need%20Al-Anon%20resentment%20work%3B%20Family%20%26%20Friends%20values%3B%20RCA%20honest%20sharing.%20Translate%20,https://idunnoguesswho.github.io/snowflake/worksheets/407.html,,,FALSE,2
408,2026-06-03,Mom,Recovery,5,Mini Detachment Practice,,Al-Anon letting go; Family & Friends distress tolerance; RCA reducing pressure. Write: I release my claim on ___ for the next 24 hours.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Mini%20Detachment%20Practice%20Al-Anon%20letting%20go%3B%20Family%20%26%20Friends%20distress%20tolerance%3B%20RCA%20reducing%20pressure.%20,https://idunnoguesswho.github.io/snowflake/worksheets/408.html,,,FALSE,1
409,2026-06-03,Mom,Recovery,10,Repair Without Over-Owning,,RCA repair; Al-Anon own-your-side; Family & Friends clear communication. Write: I am sorry for my part in ___. Next time I will ___.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Repair%20Without%20Over-Owning%20RCA%20repair%3B%20Al-Anon%20own-your-side%3B%20Family%20%26%20Friends%20clear%20communication.%20Write%3A%20,https://idunnoguesswho.github.io/snowflake/worksheets/409.html,,,FALSE,2
410,2026-06-03,Mom,Recovery,10,Meeting Reflection,,"All three programs; daily carry-forward. After a meeting, write one phrase to carry today and one action before bed.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Meeting%20Reflection%20All%20three%20programs%3B%20daily%20carry-forward.%20After%20a%20meeting%2C%20write%20one%20phrase%20to%20ca,https://idunnoguesswho.github.io/snowflake/worksheets/410.html,,,FALSE,2
411,2026-06-03,Mom,Recovery,5,Values-Based Choice,,"Family & Friends values; Al-Anon serenity; RCA loving conduct. Ask what serenity, dignity, and love look like in the next 10 minutes; choose one behavior.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Values-Based%20Choice%20Family%20%26%20Friends%20values%3B%20Al-Anon%20serenity%3B%20RCA%20loving%20conduct.%20Ask%20what%20serenity,https://idunnoguesswho.github.io/snowflake/worksheets/411.html,,,FALSE,1
412,2026-06-03,Mom,Recovery,10,Couple Recovery Question,,"RCA shared recovery; Family & Friends collaboration; Al-Anon realistic expectations. If safe, ask: What is one small thing we can do today that supports recovery for both of us?",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Couple%20Recovery%20Question%20RCA%20shared%20recovery%3B%20Family%20%26%20Friends%20collaboration%3B%20Al-Anon%20realistic%20expectati,https://idunnoguesswho.github.io/snowflake/worksheets/412.html,,,FALSE,2
413,2026-06-03,Mom,Recovery,5,Support Contact,,Al-Anon fellowship; RCA sponsor-couple idea; Family & Friends support network. Send one short text or make one brief support call telling the truth simply.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Support%20Contact%20Al-Anon%20fellowship%3B%20RCA%20sponsor-couple%20idea%3B%20Family%20%26%20Friends%20support%20network.%20S,https://idunnoguesswho.github.io/snowflake/worksheets/413.html,,,FALSE,1
414,2026-06-03,Mom,Recovery,10,Evening Release,,Al-Anon turning over; RCA daily repair; Family & Friends coping and reset. Write three lines: showed up by / turning over / tomorrow I can begin again by.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Evening%20Release%20Al-Anon%20turning%20over%3B%20RCA%20daily%20repair%3B%20Family%20%26%20Friends%20coping%20and%20reset.%20Write,https://idunnoguesswho.github.io/snowflake/worksheets/414.html,,,FALSE,2
415,2026-06-03,Logan,Recovery,15,Alateen Resource 01 - Teen Corner,,Adult-guided reading. Open the official Al-Anon Teen Corner page: https://al-anon.org/newcomers/teen-corner-alateen/ Logan chooses one helpful idea and draws or writes one sentence about it.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%20Resource%2001%20-%20Teen%20Corner%20Adult-guided%20reading.%20Open%20the%20official%20Al-Anon%20Teen%20Corner%20page%3A%20https%3A%2F%2Fal-ano,https://idunnoguesswho.github.io/snowflake/worksheets/415.html,,,FALSE,3
416,2026-06-03,Oliver,Recovery,15,Alateen Resource 02 - 20 questions,,"Adult-guided short reading. Read questions 1-5 from the Alateen S-20 flyer, then circle any feelings Oliver wants to talk about: https://al-anon.org/pdf/S20.pdf Passing is okay.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%20Resource%2002%20-%2020%20questions%20Adult-guided%20short%20reading.%20Read%20questions%201-5%20from%20the%20Alateen%20S-20%20flyer%2C%20then,https://idunnoguesswho.github.io/snowflake/worksheets/416.html,,,FALSE,3
417,2026-06-03,Logan,Recovery,15,Alateen Resource 02 - 20 questions,,"Adult-guided short reading. Read questions 1-5 from the Alateen S-20 flyer, then circle any feelings Logan wants to talk about: https://al-anon.org/pdf/S20.pdf Passing is okay.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%20Resource%2002%20-%2020%20questions%20Adult-guided%20short%20reading.%20Read%20questions%201-5%20from%20the%20Alateen%20S-20%20flyer%2C%20then,https://idunnoguesswho.github.io/snowflake/worksheets/417.html,,,FALSE,3
418,2026-06-03,Oliver,Recovery,15,Alateen Resource 03 - Facts About Alateen,,Adult-guided reference task. Look up Facts About Alateen (P-41): https://ecomm.al-anon.org/ItemDetail?WebsiteKey=db6e68f1-b2fe-4aaa-baea-928d4e696dcc&iProductCode=P41 Oliver writes or draws one thing Alateen is for.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%20Resource%2003%20-%20Facts%20About%20Alateen%20Adult-guided%20reference%20task.%20Look%20up%20Facts%20About%20Alateen%20%28P-41%29%3A%20https%3A%2F%2Fecomm.a,https://idunnoguesswho.github.io/snowflake/worksheets/418.html,,,FALSE,3
419,2026-06-03,Logan,Recovery,15,Alateen Resource 03 - Facts About Alateen,,Adult-guided reference task. Look up Facts About Alateen (P-41): https://ecomm.al-anon.org/ItemDetail?WebsiteKey=db6e68f1-b2fe-4aaa-baea-928d4e696dcc&iProductCode=P41 Logan writes or draws one thing Alateen is for.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%20Resource%2003%20-%20Facts%20About%20Alateen%20Adult-guided%20reference%20task.%20Look%20up%20Facts%20About%20Alateen%20%28P-41%29%3A%20https%3A%2F%2Fecomm.a,https://idunnoguesswho.github.io/snowflake/worksheets/419.html,,,FALSE,3
420,2026-06-03,Oliver,Recovery,15,Alateen Resource 04 - Newcomer packet,,Adult-guided reference task. Look at the Alateen Newcomer Packet listing and included leaflets: https://ecomm.al-anon.org/Search?SearchTerms=welcome+newcomer Oliver picks one leaflet title that sounds useful.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%20Resource%2004%20-%20Newcomer%20packet%20Adult-guided%20reference%20task.%20Look%20at%20the%20Alateen%20Newcomer%20Packet%20listing%20and%20inc,https://idunnoguesswho.github.io/snowflake/worksheets/420.html,,,FALSE,3
421,2026-06-03,Logan,Recovery,15,Alateen Resource 04 - Newcomer packet,,Adult-guided reference task. Look at the Alateen Newcomer Packet listing and included leaflets: https://ecomm.al-anon.org/Search?SearchTerms=welcome+newcomer Logan picks one leaflet title that sounds useful.,,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%20Resource%2004%20-%20Newcomer%20packet%20Adult-guided%20reference%20task.%20Look%20at%20the%20Alateen%20Newcomer%20Packet%20listing%20and%20inc,https://idunnoguesswho.github.io/snowflake/worksheets/421.html,,,FALSE,3
422,2026-06-03,Oliver,Recovery,15,Alateen Resource 05 - Hope for Children,,"If available, read one short page from Alateen - Hope for Children of Alcoholics with an adult. Reference: https://ecomm.al-anon.org/ItemDetail?Category=BOOKS&WebsiteKey=4e370926-5203-440b-ac78-1c3f85b96a9f&iProductCode=B3 Oliver names one sentence or picture that felt helpful.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%20Resource%2005%20-%20Hope%20for%20Children%20If%20available%2C%20read%20one%20short%20page%20from%20Alateen%20-%20Hope%20for%20Children%20of%20Alcoholics,https://idunnoguesswho.github.io/snowflake/worksheets/422.html,,,FALSE,3
423,2026-06-03,Logan,Recovery,15,Alateen Resource 05 - Hope for Children,,"If available, read one short page from Alateen - Hope for Children of Alcoholics with an adult. Reference: https://ecomm.al-anon.org/ItemDetail?Category=BOOKS&WebsiteKey=4e370926-5203-440b-ac78-1c3f85b96a9f&iProductCode=B3 Logan names one sentence or picture that felt helpful.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%20Resource%2005%20-%20Hope%20for%20Children%20If%20available%2C%20read%20one%20short%20page%20from%20Alateen%20-%20Hope%20for%20Children%20of%20Alcoholics,https://idunnoguesswho.github.io/snowflake/worksheets/423.html,,,FALSE,3
424,2026-06-03,Oliver,Recovery,15,Alateen Resource 06 - Daily reader,,"If available, read one day from Living Today in Alateen with an adult. Reference: https://ecomm.al-anon.org/iCommerce/Store/StoreLayouts/Category_BP_Results.aspx?InitialText=Daily+Reader Oliver draws one calm idea from the reading.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%20Resource%2006%20-%20Daily%20reader%20If%20available%2C%20read%20one%20day%20from%20Living%20Today%20in%20Alateen%20with%20an%20adult.%20Reference,https://idunnoguesswho.github.io/snowflake/worksheets/424.html,,,FALSE,3
425,2026-06-03,Logan,Recovery,15,Alateen Resource 06 - Daily reader,,"If available, read one day from Living Today in Alateen with an adult. Reference: https://ecomm.al-anon.org/iCommerce/Store/StoreLayouts/Category_BP_Results.aspx?InitialText=Daily+Reader Logan draws one calm idea from the reading.",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%20Resource%2006%20-%20Daily%20reader%20If%20available%2C%20read%20one%20day%20from%20Living%20Today%20in%20Alateen%20with%20an%20adult.%20Reference,https://idunnoguesswho.github.io/snowflake/worksheets/425.html,,,FALSE,3
426,2026-06-03,Oliver,Recovery,15,Alateen Resource 07 - Family recovery video,,"Adult-supervised video option if available: watch a teen-appropriate segment from Al-Anon and Alateen's Role in Family Recovery (AV-31DVD), then Oliver shares one thing that sounded familiar or helpful. Reference: https://ecomm.al-anon.org/ItemDetail?Category=AV%2FAUDIO&WebsiteKey=4e370926-5203-440b-ac78-1c3f85b96a9f&iProductCode=AV31DVD",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%20Resource%2007%20-%20Family%20recovery%20video%20Adult-supervised%20video%20option%20if%20available%3A%20watch%20a%20teen-appropriate%20segment%20fro,https://idunnoguesswho.github.io/snowflake/worksheets/426.html,,,FALSE,3
427,2026-06-03,Logan,Recovery,15,Alateen Resource 07 - Family recovery video,,"Adult-supervised video option if available: watch a teen-appropriate segment from Al-Anon and Alateen's Role in Family Recovery (AV-31DVD), then Logan shares one thing that sounded familiar or helpful. Reference: https://ecomm.al-anon.org/ItemDetail?Category=AV%2FAUDIO&WebsiteKey=4e370926-5203-440b-ac78-1c3f85b96a9f&iProductCode=AV31DVD",,https://www.youtube.com/results?search_query=kid%20friendly%20coping%20skills%20feelings%20activity%20Alateen%20Resource%2007%20-%20Family%20recovery%20video%20Adult-supervised%20video%20option%20if%20available%3A%20watch%20a%20teen-appropriate%20segment%20fro,https://idunnoguesswho.github.io/snowflake/worksheets/427.html,,,FALSE,3
